Dose,nob,litter,Dam ID,NCL,implant NO,Dead,left,Fetus No,Sex,Wt1,Wt,Mal
0.25,396,30,70,12,13,0,0,12,M,0.778,0.778,0
0.25,397,31,75,15,1,0,1,1,F,0.86,0.86,0
0.25,398,31,75,15,2,0,1,2,F,0.871,0.871,0
0.25,399,31,75,15,3,0,1,3,F,0.794,0.794,1
0.25,400,31,75,15,4,0,1,4,F,0.879,0.879,0
0.25,401,31,75,15,5,0,1,5,F,0.674,0.674,1
0.25,402,31,75,15,6,0,1,6,M,0.817,0.817,0
0.25,403,31,75,15,7,0,1,7,M,0.913,0.913,0
0.25,404,31,75,15,8,0,0,8,F,0.846,0.846,0
0.25,405,31,75,15,9,0,0,9,M,0.931,0.931,1
0.25,406,31,75,15,10,0,0,10,F,0.953,0.953,0
0.25,407,31,75,15,11,0,0,11,F,0.809,0.809,0
0.25,408,31,75,15,12,0,0,12,M,0.918,0.918,1
0.25,409,31,75,15,13,0,0,13,M,0.85,0.85,0
0.25,410,32,78,17,1,0,1,1,M,0.94,0.94,0
0.25,411,32,78,17,2,0,1,2,F,0.871,0.871,0
0.25,412,32,78,17,3,0,1,3,F,0.834,0.834,0
0.25,413,32,78,17,4,0,1,4,F,0.963,0.963,0
0.25,414,32,78,17,5,0,1,5,F,0.945,0.945,0
0.25,415,32,78,17,6,0,1,6,F,0.966,0.966,0
0.25,416,32,78,17,7,0,1,7,M,0.911,0.911,0
0.25,417,32,78,17,8,0,1,8,M,0.934,0.934,0
0.25,418,32,78,17,9,0,0,9,M,1.018,1.018,0
0.25,419,32,78,17,10,0,0,10,M,0.948,0.948,0
0.25,420,32,78,17,11,0,0,11,F,0.948,0.948,0
0.25,421,32,78,17,12,0,0,12,F,0.947,0.947,0
0.25,422,32,78,17,13,0,0,13,M,0.963,0.963,0
0.25,423,32,78,17,14,0,0,14,F,0.837,0.837,0
0.25,424,32,78,17,15,0,0,15,F,0.855,0.855,0
0.25,425,33,86,12,1,0,1,1,F,0.815,0.815,0
0.25,426,33,86,12,2,0,1,2,M,0.961,0.961,0
0.25,427,33,86,12,3,0,1,3,M,0.92,0.92,0
0.25,428,33,86,12,4,0,0,4,F,0.963,0.963,0
0.25,429,33,86,12,5,0,0,,,,0,0
0.25,430,33,86,12,6,0,0,5,F,0.812,0.812,0
0.25,431,33,86,12,7,0,0,6,M,0.96,0.96,0
0.25,432,33,86,12,8,0,0,7,M,0.982,0.982,0
0.25,433,33,86,12,9,0,0,8,F,0.966,0.966,0
0.25,434,33,86,12,10,0,0,9,M,0.874,0.874,0
0.25,435,33,86,12,11,0,0,10,F,0.854,0.854,0
0.25,436,33,86,12,12,0,0,11,F,0.9,0.9,0
0.25,437,34,91,13,1,0,1,1,F,0.943,0.943,0
0.25,438,34,91,13,2,1,1,2,N,0.754,0.754,0
0.25,439,34,91,13,3,0,1,3,F,0.898,0.898,0
0.25,440,34,91,13,4,0,1,4,F,0.895,0.895,0
0.25,441,34,91,13,5,0,0,5,F,0.938,0.938,0
0.25,442,34,91,13,6,0,0,,,,0,0
0.25,443,34,91,13,7,0,0,,N,0.263,0.263,0
0.25,444,34,91,13,8,0,0,6,F,0.87,0.87,0
0.25,445,34,91,13,9,0,0,,,,0,0
0.25,446,34,91,13,10,0,0,,,,0,0
0.25,447,34,91,13,11,0,0,7,F,0.878,0.878,0
0.25,448,34,91,13,12,0,0,8,F,0.849,0.849,0
0.25,449,34,91,13,13,0,0,9,M,0.802,0.802,1
0.25,450,35,99,16,1,0,1,1,F,1.01,1.01,0
0.25,451,35,99,16,2,0,1,2,F,1.053,1.053,0
0.25,452,35,99,16,3,0,1,3,F,1.006,1.006,0
0.25,453,35,99,16,4,0,1,4,F,0.961,0.961,0
0.25,454,35,99,16,5,0,1,5,M,1.043,1.043,0
0.25,455,35,99,16,6,0,1,6,F,0.984,0.984,0
0.25,456,35,99,16,7,0,0,,,,0,0
0.25,457,35,99,16,8,0,0,7,F,1.034,1.034,0
0.25,458,35,99,16,9,0,0,8,M,1.031,1.031,0
0.25,459,35,99,16,10,0,0,9,F,0.894,0.894,0
0.25,460,35,99,16,11,0,0,10,F,1.004,1.004,0
0.25,461,35,99,16,12,0,0,,,,0,0
0.25,462,35,99,16,13,0,0,,,,0,0
0.25,463,35,99,16,14,0,0,,,,0,0
0.25,464,36,102,15,1,0,1,1,F,0.97,0.97,0
0.25,465,36,102,15,2,0,1,2,M,0.952,0.952,1
0.25,466,36,102,15,3,0,1,3,F,0.932,0.932,1
0.25,467,36,102,15,4,0,1,4,M,0.954,0.954,0
0.25,468,36,102,15,5,0,1,5,M,1.03,1.03,0
0.25,469,36,102,15,6,0,1,6,M,0.979,0.979,0
0.25,470,36,102,15,7,0,1,7,F,0.89,0.89,0
0.25,471,36,102,15,8,0,1,8,F,1.1,1.1,0
0.25,472,36,102,15,9,0,0,,,,0,0
0.25,473,36,102,15,10,0,0,,,,0,0
0.25,474,36,102,15,11,0,0,9,F,0.965,0.965,0
0.25,475,36,102,15,12,0,0,10,M,1.11,1.11,0
0.25,476,36,102,15,13,0,0,11,F,0.965,0.965,0
0.25,477,36,102,15,14,0,0,,,,0,0
0.25,478,36,102,15,15,0,0,,,,0,0
0.25,479,36,102,15,16,0,0,,,,0,0
0.25,480,36,102,15,17,0,0,12,F,1.01,1.01,0
0.25,481,36,102,15,18,0,0,13,M,1.08,1.08,1
0.25,482,36,102,15,19,0,0,14,M,1.02,1.02,0
0.25,483,37,108,11,1,0,1,1,M,0.812,0.812,0
0.25,484,37,108,11,2,0,1,2,M,0.813,0.813,0
0.25,485,37,108,11,3,0,1,3,F,0.833,0.833,0
0.25,486,37,108,11,4,0,1,4,M,0.739,0.739,0
0.25,487,37,108,11,5,0,0,5,M,0.819,0.819,0
0.25,488,37,108,11,6,0,0,6,F,0.874,0.874,0
0.25,489,37,108,11,7,0,0,7,F,0.8,0.8,0
0.25,490,37,108,11,8,0,0,8,F,0.728,0.728,0
0.25,491,37,108,11,9,0,0,9,M,0.774,0.774,1
0.25,492,37,108,11,10,0,0,10,M,0.877,0.877,0
0.25,493,38,116,15,1,0,1,1,F,0.564,0.564,0
0.25,494,38,116,15,2,0,1,2,M,0.835,0.835,0
0.25,495,38,116,15,3,0,1,3,M,0.722,0.722,1
0.25,496,38,116,15,4,0,1,4,F,0.778,0.778,1
0.25,497,38,116,15,5,0,1,5,F,0.81,0.81,1
0.25,498,38,116,15,6,0,1,6,M,0.816,0.816,0
0.25,499,38,116,15,7,0,1,7,M,0.838,0.838,1
0.25,500,38,116,15,8,0,0,8,M,0.691,0.691,1
0.25,501,38,116,15,9,0,0,9,F,0.695,0.695,1
0.25,502,38,116,15,10,0,0,10,M,0.903,0.903,0
0.25,503,38,116,15,11,0,0,11,F,0.731,0.731,0
0.25,504,38,116,15,12,0,0,12,M,0.811,0.811,0
0.25,505,38,116,15,13,0,0,13,M,0.77,0.77,0
0.25,506,38,116,15,14,0,0,14,M,0.791,0.791,0
0.25,507,39,121,13,1,0,1,1,M,0.928,0.928,0
0.25,508,39,121,13,2,0,1,2,M,0.879,0.879,1
0.25,509,39,121,13,3,0,1,3,M,0.906,0.906,1
0.25,510,39,121,13,4,0,1,4,F,0.841,0.841,0
0.25,511,39,121,13,5,0,1,5,M,0.906,0.906,0
0.25,512,39,121,13,6,0,0,6,F,0.899,0.899,0
0.25,513,39,121,13,7,0,0,7,F,0.888,0.888,0
0.25,514,39,121,13,8,1,0,8,N,0.777,0.777,0
0.25,515,39,121,13,9,0,0,9,M,0.865,0.865,0
0.25,516,39,121,13,10,0,0,10,M,0.914,0.914,0
0.25,517,39,121,13,11,0,0,,,,0,0
0.25,518,39,121,13,12,0,0,11,M,0.859,0.859,0
0.25,519,39,121,13,13,0,0,12,M,0.927,0.927,0
0.25,520,39,121,13,14,0,0,13,M,0.905,0.905,0
0.25,521,40,124,17,1,0,1,1,M,0.936,0.936,0
0.25,522,40,124,17,2,0,1,2,M,0.93,0.93,0
0.25,523,40,124,17,3,0,1,3,M,0.845,0.845,0
0.25,524,40,124,17,4,0,1,,,,0,0
0.25,525,40,124,17,5,0,1,,,,0,0
0.25,526,40,124,17,6,0,1,,,,0,0
0.25,527,40,124,17,7,0,1,4,F,0.757,0.757,0
0.25,528,40,124,17,8,0,1,5,M,0.868,0.868,0
0.25,529,40,124,17,9,0,1,6,F,0.759,0.759,0
0.25,530,40,124,17,10,0,0,,,,0,0
0.25,531,40,124,17,11,0,0,,,,0,0
0.25,532,40,124,17,12,0,0,7,M,0.931,0.931,0
0.25,533,40,124,17,13,0,0,8,F,0.92,0.92,0
0.25,534,40,124,17,14,0,0,9,M,0.921,0.921,1
0.25,535,40,124,17,15,0,0,10,M,0.848,0.848,0
0.25,536,41,129,14,1,0,1,1,M,1.016,1.016,0
0.25,537,41,129,14,2,0,1,2,M,0.988,0.988,0
0.25,538,41,129,14,3,0,1,3,M,0.9,0.9,0
0.25,539,41,129,14,4,0,1,4,F,0.82,0.82,0
0.25,540,41,129,14,5,0,1,5,F,0.949,0.949,0
0.25,541,41,129,14,6,0,0,6,M,0.826,0.826,1
0.25,542,41,129,14,7,0,0,7,F,0.828,0.828,0
0.25,543,41,129,14,8,0,0,8,M,1.003,1.003,0
0.25,544,41,129,14,9,0,0,,,,0,0
0.25,545,41,129,14,10,0,0,9,F,0.924,0.924,0
0.25,546,41,129,14,11,0,0,,,,0,0
0.25,547,41,129,14,12,0,0,10,F,0.879,0.879,0
0.25,548,41,129,14,13,0,0,11,M,0.913,0.913,0
0.25,549,42,132,16,1,0,1,1,F,0.835,0.835,1
0.25,550,42,132,16,2,0,1,2,M,0.876,0.876,0
0.25,551,42,132,16,3,0,1,3,M,0.894,0.894,1
0.25,552,42,132,16,4,0,1,4,M,0.841,0.841,0
0.25,553,42,132,16,5,0,1,5,F,0.853,0.853,0
0.25,554,42,132,16,6,0,1,6,F,0.733,0.733,1
0.25,555,42,132,16,7,0,1,7,F,0.86,0.86,0
0.25,556,42,132,16,8,0,1,8,F,0.814,0.814,0
0.25,557,42,132,16,9,0,0,9,F,0.835,0.835,0
0.25,558,42,132,16,10,0,0,10,M,0.995,0.995,1
0.25,559,42,132,16,11,0,0,11,M,0.864,0.864,0
0.25,560,42,132,16,12,0,0,,,,0,0
0.25,561,42,132,16,13,0,0,12,M,0.87,0.87,0
0.25,562,42,132,16,14,0,0,13,M,0.802,0.802,1
0.25,563,43,137,15,1,0,1,1,M,0.875,0.875,0
0.25,564,43,137,15,2,0,1,2,M,0.925,0.925,1
0.25,565,43,137,15,3,0,1,3,M,0.813,0.813,1
0.25,566,43,137,15,4,0,1,4,M,0.819,0.819,1
0.25,567,43,137,15,5,0,1,5,M,0.961,0.961,0
0.25,568,43,137,15,6,0,1,6,M,0.957,0.957,0
0.25,569,43,137,15,7,0,1,7,F,0.903,0.903,0
0.25,570,43,137,15,8,0,0,8,M,0.895,0.895,0
0.25,571,43,137,15,9,0,0,9,M,0.876,0.876,1
0.25,572,43,137,15,10,0,0,10,M,0.943,0.943,0
0.25,573,43,137,15,11,0,0,11,M,0.882,0.882,0
0.25,574,43,137,15,12,0,0,12,M,0.831,0.831,0
0.25,575,43,137,15,13,0,0,13,F,0.911,0.911,0
0.25,576,43,137,15,14,0,0,14,F,0.857,0.857,0
0.25,577,43,137,15,15,0,0,15,M,0.912,0.912,0
0.25,578,44,140,15,1,0,1,1,F,0.874,0.874,0
0.25,579,44,140,15,2,0,1,2,M,0.867,0.867,0
0.25,580,44,140,15,3,0,1,3,F,0.815,0.815,0
0.25,581,44,140,15,4,0,1,4,F,0.832,0.832,0
0.25,582,44,140,15,5,0,1,5,F,0.875,0.875,0
0.25,583,44,140,15,6,0,1,6,M,0.876,0.876,0
0.25,584,44,140,15,7,0,1,7,F,0.82,0.82,1
0.25,585,44,140,15,8,0,1,8,M,0.857,0.857,0
0.25,586,44,140,15,9,0,1,9,M,0.861,0.861,0
0.25,587,44,140,15,10,0,0,10,F,0.858,0.858,0
0.25,588,44,140,15,11,0,0,11,M,0.878,0.878,0
0.25,589,44,140,15,12,0,0,12,M,0.836,0.836,0
0.25,590,44,140,15,13,0,0,13,F,0.828,0.828,0
0.25,591,44,140,15,14,0,0,14,M,0.903,0.903,0
0.25,592,44,140,15,15,0,0,15,M,0.874,0.874,0
0.25,593,45,145,11,1,0,0,1,M,0.957,0.957,1
0.25,594,45,145,11,2,0,0,2,M,1.074,1.074,0
0.25,595,45,145,11,3,0,0,3,M,0.993,0.993,0
0.25,596,45,145,11,4,0,0,4,F,0.854,0.854,0
0.25,597,45,145,11,5,0,0,5,M,1.043,1.043,1
0.25,598,45,145,11,6,0,0,6,F,0.912,0.912,0
0.25,599,45,145,11,7,0,0,7,M,0.952,0.952,0
0.25,600,46,148,12,1,0,1,1,F,1.008,1.008,0
0.25,601,46,148,12,2,0,1,2,F,1.048,1.048,1
0.25,602,46,148,12,3,0,1,3,F,0.911,0.911,0
0.25,603,46,148,12,4,0,1,4,F,0.998,0.998,0
0.25,604,46,148,12,5,0,1,5,F,0.851,0.851,0
0.25,605,46,148,12,6,0,0,6,M,0.868,0.868,1
0.25,606,46,148,12,7,0,0,7,M,0.842,0.842,0
0.25,607,46,148,12,8,0,0,8,F,0.744,0.744,0
0.25,608,46,148,12,9,0,0,9,M,1.037,1.037,1
0.25,609,46,148,12,10,0,0,10,M,1.027,1.027,0
0.25,610,46,148,12,11,0,0,11,M,1.015,1.015,0
0.25,611,46,148,12,12,0,0,12,M,1.033,1.033,0
0.25,612,47,152,10,1,0,1,1,M,1.045,1.045,0
0.25,613,47,152,10,2,0,1,,,,0,0
0.25,614,47,152,10,3,0,1,2,M,1.026,1.026,0
0.25,615,47,152,10,4,0,1,,,,0,0
0.25,616,47,152,10,5,0,1,3,F,1.116,1.116,0
0.25,617,47,152,10,6,0,1,4,F,0.794,0.794,1
0.25,618,47,152,10,7,0,0,5,F,1.038,1.038,0
0.25,619,47,152,10,8,0,0,6,M,1.105,1.105,0
0.25,620,47,152,10,9,0,0,7,M,0.939,0.939,0
0.25,621,48,155,14,1,0,1,1,F,0.809,0.809,0
0.25,622,48,155,14,2,0,1,2,M,0.914,0.914,0
0.25,623,48,155,14,3,0,1,3,F,0.772,0.772,1
0.25,624,48,155,14,4,0,1,4,M,0.837,0.837,0
0.25,625,48,155,14,5,0,1,,,,0,0
0.25,626,48,155,14,6,0,1,5,F,0.96,0.96,0
0.25,627,48,155,14,7,0,0,6,F,0.913,0.913,0
0.25,628,48,155,14,8,0,0,7,M,0.883,0.883,0
0.25,629,48,155,14,9,1,0,8,N,0.437,0.437,0
0.25,630,48,155,14,10,0,0,9,F,0.892,0.892,0
0.25,631,48,155,14,11,0,0,10,F,0.831,0.831,0
0.5,632,49,55,11,1,0,1,1,F,0.673,0.673,1
0.5,633,49,55,11,2,0,1,2,M,0.75,0.75,1
0.5,634,49,55,11,3,0,1,3,M,0.68,0.68,0
0.5,635,49,55,11,4,0,1,4,M,0.501,0.501,1
0.5,636,49,55,11,5,0,0,5,M,0.712,0.712,1
0.5,637,49,55,11,6,0,0,6,F,0.662,0.662,1
0.5,638,49,55,11,7,0,0,7,F,0.631,0.631,1
0.5,639,49,55,11,8,0,0,8,M,0.647,0.647,1
0.5,640,49,55,11,9,0,0,9,F,0.708,0.708,1
0.5,641,49,55,11,10,0,0,10,F,0.657,0.657,1
0.5,642,50,58,13,1,0,1,1,F,0.67,0.67,1
0.5,643,50,58,13,2,0,1,2,F,0.716,0.716,0
0.5,644,50,58,13,3,0,1,,,,0,0
0.5,645,50,58,13,4,0,1,3,M,0.749,0.749,0
0.5,646,50,58,13,5,0,1,4,F,0.672,0.672,1
0.5,647,50,58,13,6,0,1,5,M,0.676,0.676,1
0.5,648,50,58,13,7,0,0,6,F,0.682,0.682,1
0.5,649,50,58,13,8,0,0,7,M,0.735,0.735,1
0.5,650,50,58,13,9,0,0,8,F,0.717,0.717,1
0.5,651,50,58,13,10,0,0,9,F,0.727,0.727,0
0.5,652,50,58,13,11,0,0,10,F,0.679,0.679,0
0.5,653,50,58,13,12,0,0,11,F,0.674,0.674,0
0.5,654,51,63,15,1,0,1,1,F,0.673,0.673,0
0.5,655,51,63,15,2,0,1,2,F,0.644,0.644,0
0.5,656,51,63,15,3,0,1,3,F,0.605,0.605,0
0.5,657,51,63,15,4,0,1,,,,0,0
0.5,658,51,63,15,5,0,1,4,F,0.627,0.627,0
0.5,659,51,63,15,6,0,1,5,F,0.457,0.457,1
0.5,660,51,63,15,7,0,1,6,M,0.656,0.656,1
0.5,661,51,63,15,8,0,1,7,F,0.665,0.665,0
0.5,662,51,63,15,9,0,0,,,,0,0
0.5,663,51,63,15,10,0,0,8,F,0.748,0.748,0
0.5,664,51,63,15,11,0,0,9,F,0.755,0.755,1
0.5,665,51,63,15,12,0,0,10,F,0.743,0.743,1
0.5,666,51,63,15,13,0,0,11,F,0.744,0.744,1
0.5,667,51,63,15,14,0,0,12,F,0.645,0.645,0
0.5,668,52,66,15,1,0,1,1,M,0.574,0.574,0
0.5,669,52,66,15,2,0,1,2,M,0.619,0.619,1
0.5,670,52,66,15,3,0,1,3,M,0.607,0.607,1
0.5,671,52,66,15,4,0,1,,,,0,0
0.5,672,52,66,15,5,0,1,4,F,0.637,0.637,1
0.5,673,52,66,15,6,0,1,5,M,0.573,0.573,1
0.5,674,52,66,15,7,0,1,,,,0,0
0.5,675,52,66,15,8,0,1,6,F,0.6,0.6,1
0.5,676,52,66,15,9,0,0,7,M,0.623,0.623,1
0.5,677,52,66,15,10,0,0,8,M,0.554,0.554,1
0.5,678,52,66,15,11,0,0,9,M,0.658,0.658,1
0.5,679,52,66,15,12,0,0,10,F,0.624,0.624,0
0.5,680,52,66,15,13,0,0,11,F,0.582,0.582,1
0.5,681,52,66,15,14,0,0,12,M,0.526,0.526,1
0.5,682,52,66,15,15,0,0,13,M,0.467,0.467,1
0.5,683,53,71,13,1,0,1,1,F,0.722,0.722,1
0.5,684,53,71,13,2,0,1,2,F,0.419,0.419,1
0.5,685,53,71,13,3,0,1,3,F,0.704,0.704,1
0.5,686,53,71,13,4,0,1,4,F,0.718,0.718,1
0.5,687,53,71,13,5,0,1,5,M,0.695,0.695,0
0.5,688,53,71,13,6,0,1,,N,0.089,0.089,0
0.5,689,53,71,13,7,0,1,6,F,0.867,0.867,1
0.5,690,53,71,13,8,0,1,,,,0,0
0.5,691,53,71,13,9,0,0,,,,0,0
0.5,692,53,71,13,10,0,0,7,M,0.8,0.8,1
0.5,693,53,71,13,11,0,0,8,F,0.827,0.827,0
0.5,694,53,71,13,12,0,0,9,M,0.756,0.756,0
0.5,695,54,74,13,1,0,1,1,F,0.677,0.677,1
0.5,696,54,74,13,2,0,1,2,M,0.749,0.749,0
0.5,697,54,74,13,3,0,1,3,F,0.686,0.686,1
0.5,698,54,74,13,4,0,1,4,M,0.788,0.788,0
0.5,699,54,74,13,5,0,1,5,M,0.719,0.719,0
0.5,700,54,74,13,6,0,1,6,F,0.652,0.652,1
0.5,701,54,74,13,7,0,0,7,M,0.771,0.771,0
0.5,702,54,74,13,8,0,0,8,M,0.74,0.74,1
0.5,703,54,74,13,9,0,0,9,F,0.57,0.57,1
0.5,704,54,74,13,10,0,0,10,F,0.778,0.778,0
0.5,705,54,74,13,11,0,0,11,M,0.809,0.809,0
0.5,706,54,74,13,12,0,0,12,F,0.658,0.658,1
0.5,707,54,74,13,13,0,0,13,M,0.758,0.758,1
0.5,708,55,79,11,1,0,1,,,,0,0
0.5,709,55,79,11,2,0,0,,,,0,0
0.5,710,55,79,11,3,0,0,1,F,1.154,1.154,0
0.5,711,55,79,11,4,0,0,,,,0,0
0.5,712,55,79,11,5,0,0,,,,0,0
0.5,713,56,82,10,1,0,1,1,M,0.76,0.76,0
0.5,714,56,82,10,2,0,1,2,F,0.786,0.786,1
0.5,715,56,82,10,3,0,1,3,M,0.828,0.828,0
0.5,716,56,82,10,4,0,1,4,M,0.791,0.791,0
0.5,717,56,82,10,5,0,1,,,,0,0
0.5,718,56,82,10,6,0,1,5,F,0.644,0.644,1
0.5,719,56,82,10,7,0,1,6,M,0.815,0.815,0
0.5,720,56,82,10,8,0,1,7,F,0.73,0.73,0
0.5,721,56,82,10,9,0,0,8,F,0.872,0.872,0
0.5,722,56,82,10,10,0,0,9,M,0.943,0.943,0
0.5,723,56,82,10,11,0,0,10,F,0.833,0.833,0
0.5,724,56,82,10,12,0,0,11,F,0.809,0.809,1
0.5,725,57,87,13,1,0,1,1,F,0.925,0.925,0
0.5,726,57,87,13,2,0,1,2,F,0.866,0.866,0
0.5,727,57,87,13,3,0,1,3,F,0.789,0.789,1
0.5,728,57,87,13,4,0,1,4,M,0.857,0.857,0
0.5,729,57,87,13,5,0,0,,,,0,0
0.5,730,57,87,13,6,0,0,5,M,0.904,0.904,1
0.5,731,57,87,13,7,0,0,6,F,0.793,0.793,1
0.5,732,57,87,13,8,0,0,,,,0,0
0.5,733,57,87,13,9,0,0,7,F,0.8,0.8,1
0.5,734,57,87,13,10,0,0,8,M,0.822,0.822,1
0.5,735,57,87,13,11,0,0,9,F,0.789,0.789,1
0.5,736,57,87,13,12,0,0,10,F,0.711,0.711,1
0.5,737,57,87,13,13,0,0,11,F,0.703,0.703,1
0.5,738,58,90,14,1,0,1,1,F,0.654,0.654,0
0.5,739,58,90,14,2,0,1,2,F,0.707,0.707,0
0.5,740,58,90,14,3,0,1,3,F,0.674,0.674,0
0.5,741,58,90,14,4,0,1,,,,0,0
0.5,742,58,90,14,5,0,1,4,M,0.629,0.629,0
0.5,743,58,90,14,6,0,1,5,F,0.772,0.772,0
0.5,744,58,90,14,7,0,1,,,,0,0
0.5,745,58,90,14,8,0,0,6,M,0.784,0.784,0
0.5,746,58,90,14,9,0,0,7,M,0.861,0.861,0
0.5,747,58,90,14,10,0,0,8,M,0.7,0.7,0
0.5,748,58,90,14,11,0,0,9,M,0.763,0.763,1
0.5,749,58,90,14,12,0,0,10,M,0.834,0.834,0
0.5,750,58,90,14,13,0,0,11,F,0.645,0.645,1
0.5,751,58,90,14,14,0,0,12,F,0.716,0.716,0
0.5,752,58,90,14,15,0,0,13,F,0.712,0.712,0
0.5,753,58,90,14,16,0,0,14,M,0.714,0.714,1
0.5,754,59,95,13,1,0,1,1,M,0.942,0.942,0
0.5,755,59,95,13,2,0,1,2,F,0.871,0.871,0
0.5,756,59,95,13,3,0,1,3,M,0.973,0.973,0
0.5,757,59,95,13,4,0,1,4,F,0.893,0.893,0
0.5,758,59,95,13,5,0,0,5,M,0.788,0.788,1
0.5,759,59,95,13,6,0,0,6,F,0.835,0.835,0
0.5,760,59,95,13,7,0,0,7,M,0.917,0.917,0
0.5,761,59,95,13,8,0,0,8,F,0.821,0.821,1
0.5,762,59,95,13,9,0,0,9,F,0.87,0.87,0
0.5,763,59,95,13,10,0,0,10,M,0.816,0.816,1
0.5,764,59,95,13,11,0,0,11,F,0.848,0.848,0
0.5,765,59,95,13,12,0,0,12,F,0.951,0.951,0
0.5,766,59,95,13,13,0,0,13,F,0.874,0.874,0
0.5,767,60,98,15,1,0,1,1,F,0.881,0.881,0
0.5,768,60,98,15,2,0,1,2,F,0.804,0.804,0
0.5,769,60,98,15,3,0,1,3,F,0.795,0.795,1
0.5,770,60,98,15,4,0,1,4,M,0.733,0.733,1
